"Microchip","dftd","Sex","age","Weight","Headwidth","year","TrapID"
"982000405982914",0,"Female",16,6.4,103.3,2020,"FNP078"
"982000405982914",0,"Female",14,6.3,100.9,2020,"FNP082"
"982000405982991",0,"Male",16,8.5,107.3,2020,"FNP091"
"982000405982991",0,"Male",14,8,103.6,2020,"FNP090"
"982000405983100",0,"Male",14,6.4,103.2,2020,"FNP015"
"982000405983100",1,"Male",25,7.7,113.4,2021,"FNP086"
"982000405983139",1,"Male",17,8.8,110,2020,"FNP103"
"982000405983144",0,"Female",14,6.6,100.7,2020,"FNP015"
"982000405983144",0,"Female",16,6.1,101.1,2020,"FNP007"
"982000405983152",1,"Female",31,6.5,105,2020,"FNP036"
"982000405983152",0,"Female",17,5.4,94.7,2019,"FNP035"
"982000405983152",1,"Female",37,7.2,108.1,2021,"FNP037"
"982000405983152",0,"Female",20,5.4,99,2019,"FNP039"
"982000405983152",1,"Female",26,6.5,100.1,2020,"FNP0039"
"982000405983180",0,"Male",17,7,104.5,2019,"FNP034"
"982000405983180",0,"Male",20,8.8,112,2019,"FNP036"
"982000405985358",0,"Female",25,5.8,105.8,2021,"FNP029"
"982000405985358",0,"Female",16,5,99.3,2020,"FNP030"
"982000405985358",0,"Female",22,5.5,103.2,2021,"FNP030"
"982000405985358",0,"Female",19,5.9,103.9,2020,"FNP031A"
"982000405985407",0,"Male",36,10.7,121.5,2021,"FNP021A"
"982000405985407",0,"Male",33,12,120.8,2021,"FNP021"
"982000405985407",0,"Male",22,9.4,117.6,2020,"FNP035"
"982000405985407",0,"Male",31,11.5,123.4,2020,"FNP034A"
"982000405985584",1,"Female",21,6.2,98.4,2021,"FNP089"
"982000405985630",0,"Female",14,4.5,91.6,2020,"FNP089"
"982000405985914",0,"Male",14,7.2,105.4,2020,"FNP037"
"982000405985914",0,"Male",19,8.7,111.6,2020,"FNP040"
"982000405985914",0,"Male",21,9.8,118.9,2021,"FNP035"
"982000405985914",1,"Male",24,9.2,116.4,2021,"FNP081"
"982000405985914",0,"Male",16,7.8,110.2,2020,"FNP035A"
"982000405986095",1,"Male",20,9.5,108,2019,"FNP022"
"982000410414290",1,"Female",31,6.9,105.1,2020,"FNP018"
"982000410414290",0,"Female",22,5.6,97.1,2020,"FNP015"
"982000410414290",0,"Female",17,4.6,95.7,2019,"FNP023"
"982000410414290",0,"Female",20,4.9,96.3,2019,"FNP037"
"982000410414290",0,"Female",28,6.2,100.3,2020,"FNP022"
"982000410414323",0,"Female",33,7.7,105.8,2021,"FNP031A"
"982000410414323",0,"Female",31,7.3,105.9,2020,"FNP032A"
"982000410414323",0,"Female",28,7.7,105.2,2020,"FNP027"
"982000410414350",1,"Female",26,8.4,107.3,2020,"FNP039"
"982000410414350",0,"Female",17,6.7,103.5,2019,"FNP037"
"982000410414350",0,"Female",20,6.8,98.5,2019,"FNP022"
"982000410415268",1,"Female",28,7.2,105.2,2020,"FNP034A"
"982000410415268",0,"Female",26,8,105,2020,"FNP035"
"982000410415268",1,"Female",31,7,107.3,2020,"FNP034"
"982000410415268",0,"Female",19,6.3,99.9,2019,"FNP032"
"982000410415268",0,"Female",17,5.2,94.3,2019,"FNP040"
"982000410418463",0,"Female",17,6.9,98.7,2019,"FNP034"
"982000410418713",1,"Female",17,8,102.3,2019,"FNP081"
"982000410418713",1,"Female",20,6.2,100.5,2019,"FNP034"
"982000410419042",1,"Male",20,8.6,109.5,2019,"FNP035"
"982000410419042",0,"Male",17,8.7,110.5,2019,"FNP035"
"982000410419156",0,"Female",20,6.5,100.9,2019,"FNP036"
"982000410419156",0,"Female",17,6.9,103.6,2019,"FNP040"
"982000410419156",0,"Female",22,7,104.1,2020,"FNP018"
"982000410420522",0,"Male",17,7,101.9,2019,"FNP096"
"982000410420752",0,"Male",17,7.2,100.6,2019,"FNP105"
"982000410420752",0,"Male",20,8.6,116.5,2019,"FNP103"
"982000410420784",0,"Male",23,9.2,114.3,2020,"FNP089"
"982000410420784",0,"Male",17,7.7,102.9,2019,"FNP091"
"982000410420788",0,"Female",28,7.3,107.7,2020,"FNP108"
"982000410420788",0,"Female",17,7.7,99.4,2019,"FNP085"
"982000410420788",0,"Female",26,8,106.2,2020,"FNP101"
"982000410420838",0,"Male",20,8.8,114.3,2019,"FNP104"
"982000410420838",0,"Male",17,8.2,101.9,2019,"FNP097"
"982000410420967",1,"Female",23,6.3,101.3,2020,"FNP079"
"982000410421013",1,"Female",17,5.2,99.5,2019,"FNP078"
"982000410421242",0,"Female",17,7.6,105.5,2019,"FNP091"
"982000410452435",0,"Male",17,7.3,104.9,2019,"FNP078"
"982000410452435",1,"Male",23,6.9,106.3,2020,"FNP079"
"982000410452457",0,"Male",17,8.7,111.6,2019,"FNP019"
"982000410452457",0,"Male",20,9.5,116.9,2019,"FNP020"
"982000410452578",0,"Female",20,5.2,102.4,2019,"FNP034"
"982000410452578",1,"Female",35,6.2,104.1,2021,"FNP035A"
"982000410452578",0,"Female",28,8,105.1,2020,"FNP035A"
"982000410452578",1,"Female",33,6.6,102.8,2021,"FNP035A"
"982000410452578",0,"Female",26,7.8,107.6,2020,"FNP034"
"982000410452634",0,"Male",23,9.8,116.8,2019,"FNP085"
"982000410452806",1,"Female",20,4.7,100.1,2019,"FNP097"
"982000410452806",1,"Female",17,6,99.4,2019,"FNP095"
"982000410452872",0,"Male",17,8.4,111.5,2019,"FNP027"
"982000410452872",0,"Male",22,8.1,108.3,2020,"FNP005"
"982000410452872",0,"Male",20,8.5,110.1,2019,"FNP008"
"982000410453076",0,"Male",20,10,116.2,2019,"FNP096"
"982000410453076",0,"Male",17,8.8,105.7,2019,"FNP101"
"982000410453175",1,"Female",20,5.7,100.9,2019,"FNP031"
"982000410453184",0,"Female",31,5.7,100.5,2020,"FNP003"
"982000410453184",0,"Female",26,6,101.1,2020,"FNP008"
"982000410453184",0,"Female",28,6.3,99.4,2020,"FNP004"
"982000410453184",0,"Female",17,4.3,95,2019,"FNP005"
"982000410453184",0,"Female",20,4.9,94.4,2019,"FNP007"
"982000410453196",0,"Male",20,6.7,100.8,2019,"FNP008"
"982000410453196",0,"Male",17,5.9,104.7,2019,"FNP002"
"982000410453224",0,"Male",20,8.6,107.5,2019,"FNP023"
"982000410453224",0,"Male",17,7.9,101.2,2019,"FNP007"
"982000410453224",1,"Male",26,8.4,110.1,2020,"FNP029"
"982000410453251",1,"Female",31,6.5,105.2,2020,"FNP034"
"982000410453251",0,"Female",28,6.5,100.1,2020,"FNP035"
"982000410453251",0,"Female",20,5.3,95.6,2019,"FNP040"
"982000410453251",0,"Female",17,5.3,94.8,2019,"FNP034"
"982000410453251",1,"Female",34,4.6,100.7,2021,"FNP022"
"982000410453251",0,"Female",26,6.8,100.2,2020,"FNP025"
"982009100568338",0,"Male",21,9.3,118,2006,"FNP090"
"982009100568338",0,"Male",27,10.8,122.5,2006,"FNP093"
"982009100568338",0,"Male",24,10.8,118.5,2006,"FNP094"
"982009100571571",1,"Male",24,8,120,2007,"FNP018"
"982009100571571",0,"Male",15,7.5,107.1,2006,"FNP030"
"982009100573994",0,"Female",16,6.5,107,2006,"FNP100"
"982009100573994",1,"Female",26,8,107,2007,"FNP109"
"982009100576234",0,"Male",15,7.69,109.6,2006,"FNP112"
"982009100812406",0,"Female",15,4.9,95.59,2006,"FNP005"
"982009100813321",0,"Female",21,5.69,107.5,2007,"FNP121"
"982009100813321",0,"Female",24,6,108,2007,"FNP119"
"982009100813321",0,"Female",26,7.3,110,2007,"FNP121"
"982009100813321",0,"Female",15,5.69,102.5,2006,"FNP117"
"982009100813321",0,"Female",37,7,111,2008,"FNP117"
"982009100813321",0,"Female",26,7,110,2007,"FNP122"
"982009100813321",0,"Female",26,7,110,2007,"FNP121"
"982009100813321",0,"Female",26,7.3,110,2007,"FNP122"
"982009100813826",0,"Male",21,9.3,117.5,2007,"FNP030"
"982009100815881",0,"Male",16,5.9,99.9,2006,"FNP108"
"982009100816007",0,"Female",15,5.3,101.9,2006,"FNP033"
"982009100816116",0,"Female",21,6.3,108.6,2007,"FNP018"
"982009100816116",0,"Female",15,4.09,100.9,2006,"FNP147"
"982009100817817",0,"Male",15,3.9,97.19,2006,"FNP001"
"982009100818758",0,"Female",21,6.09,107.5,2007,"FNP121"
"982009100818758",0,"Female",15,5.9,104.4,2006,"FNP121"
"982009100819331",0,"Male",15,6.3,100.6,2005,"FNP017"
"982009100819331",0,"Male",20,6.3,108.5,2005,"FNP016"
"982009100821376",0,"Female",39,5.9,104.8,2003,"FNP206"
"982009100821376",0,"Female",26,6.5,99.69,2002,"FNP201"
"982009100821923",0,"Female",20,4.8,95.19,2005,"FNP009"
"982009100821923",0,"Female",15,4.85,90.8,2005,"FNP011"
"982009100822863",0,"Female",21,4.9,105,2007,"FNP173"
"982009100822863",0,"Female",15,5.4,102.5,2006,"FNP031"
"982009100823609",0,"Male",15,5.59,106.4,2006,"FNP039"
"982009100830998",0,"Female",16,7.9,109,2006,"FNP108"
"982009100833397",0,"Female",15,5.4,99.3,2006,"FNP108"
"982009100837875",0,"Male",20,8.69,115.8,2005,"FNP120"
"982009100837875",0,"Male",15,7.5,108.1,2005,"FNP158"
"982009100837875",0,"Male",24,9.6,119,2006,"FNP119"
"982009100860589",0,"Female",15,5.5,101,2006,"FNP007"
"982009100866005",0,"Male",15,6.09,102.5,2006,"FNP025"
"982009100867175",1,"Male",24,6,106,2007,"FNP173"
"982009100867175",0,"Male",21,5.9,104.9,2007,"FNP013"
"982009100867175",0,"Male",15,4.4,95.59,2006,"FNP006"
"982009100870635",0,"Male",21,8.8,114,2007,"FNP092"
"982009100870635",0,"Male",15,6.19,102.9,2006,"FNP090"
"982009100872147",0,"Male",15,8.8,111.7,2005,"FNP037"
"982009100872770",0,"Female",15,5.4,104.6,2006,"FNP094"
"982009100872770",0,"Female",24,7,110,2007,"FNP094"
"982009100872770",0,"Female",21,7.09,109.5,2007,"FNP091"
"982009100873904",0,"Female",21,5.4,102.8,2007,"FNP034"
"982009100873904",0,"Female",15,5.4,101,2006,"FNP038"
"982009100873958",0,"Male",21,10,121,2007,"FNP085"
"982009100873958",1,"Male",26,8,121,2007,"FNP103"
"982009100876802",0,"Female",15,7.3,106.5,2006,"FNP087"
"982009100876802",1,"Female",24,5,106,2007,"FNP085"
"982009100884840",0,"Female",15,6.9,106.5,2006,"FNP085"
"982009100887035",0,"Male",15,5.69,104.5,2006,"FNP085"
"982009100888176",0,"Male",15,4.09,89.19,2006,"FNP030"
"982009100890109",0,"Male",24,7,113,2007,"FNP162"
"982009100890109",0,"Male",15,5.69,105.9,2006,"FNP039"
"982009100890202",0,"Female",15,4.9,102.1,2006,"FNP084"
"982009100890748",0,"Male",21,10.3,120.6,2006,"FNP106"
"982009100928588",1,"Male",24,9,120,2007,"FNP119"
"982009100928588",0,"Male",21,8.89,120.1,2007,"FNP123"
"982009100932973",0,"Female",21,6.3,106,2007,"FNP090"
"982009100932973",0,"Female",16,6.3,102.5,2006,"FNP090"
"982009100958183",0,"Female",24,6,107,2007,"FNP118"
"982009100958183",0,"Female",15,6.9,103.5,2006,"FNP117"
"982009100977609",0,"Female",15,5.69,100.3,2006,"FNP038"
"982009100977609",0,"Female",21,6.09,101.6,2007,"FNP037"
"982009100982932",0,"Female",24,6.69,104.3,2006,"FNP091"
"982009100982932",0,"Female",21,6.09,104,2006,"FNP092"
"982009100983132",1,"Male",24,10,120,2007,"FNP094"
"982009102230050",0,"Female",15,4.1,89.6,2005,"61"
"982009102240065",0,"Male",15,7.4,111.5,2006,"FNP164"
"982009102247939",0,"Female",15,6.4,102.4,2006,"FNP008"
"982009102247939",0,"Female",21,8.1,112.5,2007,"FNP025"
"982009102247939",1,"Female",24,8,113,2007,"FNP149"
"982009102253197",0,"Male",15,6.5,104.1,2005,"97"
"982009102293491",0,"Female",21,5,102.5,2007,"FNP011"
"982009102293491",0,"Female",15,5.09,100.8,2006,"FNP014"
"982009102428944",0,"Male",15,5.7,95.3,2005,"50"
"982009102429794",0,"Female",24,6.4,107.3,2006,"FNP028"
"982009102429794",0,"Female",15,7.3,101.5,2005,"FNP173"
"982009102429794",0,"Female",20,6,105.8,2005,"FNP176"
"982009102433412",0,"Male",20,9,115.5,2005,"FNP121"
"982009102433412",0,"Male",15,7.3,109.4,2005,"FNP116"
"982009102433412",0,"Male",26,8.89,119.8,2006,"FNP118"
"982009102433989",1,"Female",24,9,115,2007,"FNP020"
"982009102433989",0,"Female",15,6.59,101.4,2006,"FNP164"
"982009102434757",0,"Female",20,6.8,105.6,2005,"FNP006"
"982009102434757",0,"Female",15,5.8,96.2,2005,"46"
"982009102465561",0,"Female",15,5.4,100.4,2006,"FNP015"
"982009102465561",0,"Female",21,6.09,104.8,2007,"FNP039"
"982009102520507",0,"Female",32,5.59,104.5,2005,"FNP015"
"982009102520507",0,"Female",27,8,108.3,2005,"FNP021"
"982009102522153",0,"Female",15,5.5,95.8,2005,"FNP117"
"982009102525143",0,"Male",20,7.5,112.9,2005,"FNP173"
"982009102525143",0,"Male",24,9.1,116.4,2006,"FNP032"
"982009102525143",0,"Male",15,7.2,101.4,2005,"97"
"982009102525974",0,"Male",15,7.9,109.1,2005,"115"
"982009102525974",0,"Male",20,8.39,118,2005,"FNP085"
"982009102526582",0,"Female",21,5.4,100.5,2006,"FNP105"
"982009102526582",0,"Female",21,5.4,100.5,2006,"FNP124"
"982009102527280",0,"Male",27,7.19,118.1,2006,"FNP086"
"982009102527280",0,"Male",15,7.4,108.2,2005,"FNP037"
"982009102527280",0,"Male",20,8,115.3,2005,"FNP040"
"982009102527347",0,"Female",15,7.4,97.1,2005,"115"
"982009102530383",0,"Male",21,9.39,120,2007,"FNP034"
"982009102719691",0,"Female",21,6,105,2006,"FNP090"
"982009102719691",0,"Female",28,5.09,107,2006,"FNP093"
"982009102719691",0,"Female",24,5.5,106,2006,"FNP093"
"982009102725676",0,"Female",20,5.5,103,2005,"FNP162"
"982009102725676",0,"Female",15,6,99.7,2005,"26a"
"982009102727125",0,"Female",15,5.7,99.5,2005,"51"
"982009102727125",0,"Female",20,5.4,104,2005,"FNP040"
"982009102732057",0,"Female",15,6.4,93.4,2005,"FNP019"
"982009102732057",0,"Female",24,5.59,98.9,2006,"FNP037"
"982009102732057",0,"Female",20,4.8,102,2005,"FNP040"
"982009102734477",0,"Male",15,7.8,107.9,2005,"FNP222"
"982009102734477",0,"Male",20,9.3,120.5,2005,"FNP032"
"982009102737556",0,"Female",20,5.5,100.5,2005,"FNP015"
"982009102737556",0,"Female",15,5.6,97.3,2005,"6"
"982009102738673",0,"Male",51,7.7,117.6,2005,"59"
"982009102739907",0,"Male",20,8.19,119.5,2005,"FNP031"
"982009102739907",0,"Male",24,9.6,122.3,2006,"FNP162"
"982009102739907",0,"Male",15,7.8,112.3,2005,"81a"
"982009102739907",0,"Male",27,9.69,123.4,2006,"FNP034"
"982009102739957",0,"Male",20,9.1,117.1,2005,"FNP021"
"982009102739957",0,"Male",24,9.19,118.5,2006,"FNP173"
"982009102739957",0,"Male",15,8.1,109.8,2005,"26a"
"982009102754897",0,"Female",24,4.4,101.4,2006,"FNP024"
"982009102754897",0,"Female",15,5,92.4,2005,"FNP024"
"982009102754897",0,"Female",20,5.59,101.4,2005,"FNP022"
"982009102756952",0,"Male",20,7.19,112.9,2005,"FNP025"
"982009102756952",0,"Male",24,7.5,113.5,2006,"FNP006"
"982009102756952",0,"Male",15,6.1,102.6,2005,"FNP030"
"982009104234606",0,"Male",14,6,100,2007,"FNP119"
"982009104234846",0,"Female",14,5,93,2007,"FNP117"
"982009104253157",0,"Female",14,5,98,2007,"FNP158"
"982009104253157",0,"Female",14,5.4,98.09,2007,"FNP158"
"982009104272711",0,"Male",24,9,110,2007,"FNP091"
"982009104273860",1,"Female",27,8.5,103.5,2008,"FNP086"
"982009104273860",0,"Female",24,7,106,2008,"FNP087"
"982009104273860",0,"Female",15,5,97,2007,"FNP087"
"982009104278039",0,"Female",24,7,105,2008,"FNP086"
"982009104326007",0,"Female",15,4,93,2007,"FNP162"
"982009104330280",0,"Female",14,5,97,2007,"FNP117"
"982009104330280",1,"Female",24,6,103,2008,"FNP119"
"982009104330280",0,"Female",14,5.19,96.59,2007,"FNP117"
"982009104330365",1,"Male",27,10,117.5,2008,"FNP118"
"982009104330365",0,"Male",14,5.8,102.1,2007,"FNP123"
"982009104330365",0,"Male",14,6,102,2007,"FNP123"
"982009104335482",0,"Male",15,6,100,2007,"FNP030"
"982009104353469",0,"Female",24,5,99,2008,"FNP039"
"982009104353469",0,"Female",14,4,89,2007,"FNP087"
"982009104353469",0,"Female",25,5,102,2008,"FNP147"
"982009104355375",1,"Female",24,7,108,2008,"FNP034"
"982009104355375",0,"Female",15,4,94,2007,"FNP158"
"982009104718868",0,"Male",15,6.19,102.8,2008,"FNP123"
"982009104790631",0,"Male",30,7.6,114,2013,"FNP056"
"982009104818981",0,"Male",30,9,112,2013,"FNP073"
"982009104820975",1,"Female",30,7.8,108,2013,"FNP055"
"982009104822380",0,"Male",16,7.7,111,2011,"FNP103"
"982009104822380",0,"Male",29,10.1,121,2012,"FNP102"
"982009104844351",0,"Female",42,7.9,109,2013,"FNP055"
"982009104858173",0,"Male",16,7,110,2011,"FNP039"
"982009104858722",0,"Female",16,6.5,102,2011,"FNP093"
"982009104858722",0,"Female",29,6.8,108,2012,"FNP091"
"982009104858722",0,"Female",42,8.4,108,2013,"FNP101"
"982009104862184",0,"Female",21,5.3,102.6,2007,"FNP084"
"982009104863360",0,"Female",16,5.8,102,2011,"FNP085"
"982009104870897",0,"Male",30,8.5,109,2013,"FNP138"
"982009104870897",0,"Male",62,11.4,122.9,2016,"FNP082"
"982009104870897",0,"Male",49,10.9,101,2015,"FNP033"
"982009104874367",0,"Male",16,7.5,109,2011,"FNP034"
"982009104875191",0,"Female",17,7,98,2010,"FNP121"
"982009104875191",0,"Female",17,7,98,2010,"FNP122"
"982009104887392",0,"Male",27,8,108,2008,"FNP121"
"982009104887392",0,"Male",27,8,108,2008,"FNP122"
"982009104887392",0,"Male",24,7,102,2008,"FNP117"
"982009104938840",1,"Female",18,6,100,2013,"FNP091"
"982009104963246",1,"Male",24,7,105,2007,"FNP094"
"982009104963246",1,"Male",26,7,106,2007,"FNP103"
"982009104963246",0,"Male",21,6.3,104,2007,"FNP090"
"982009104968600",0,"Male",17,7,100,2010,"FNP122"
"982009104968600",0,"Male",17,7,100,2010,"FNP121"
"982009105154468",0,"Male",14,6,96,2007,"FNP101"
"982009105154468",1,"Male",27,9,113.8,2008,"FNP101"
"982009105154468",1,"Male",24,8,117,2008,"FNP094"
"982009105155361",0,"Male",14,8.8,108,2008,"FNP037"
"982009105160547",0,"Female",14,6,99,2007,"FNP125"
"982009105164113",0,"Male",14,7,107,2007,"FNP101"
"982009105164994",0,"Female",15,7.59,106,2008,"FNP093"
"982009105166505",0,"Male",14,7.3,104.4,2008,"FNP033"
"982009105166817",0,"Female",15,4,88,2007,"FNP039"
"982009105169680",0,"Male",14,8.1,108.5,2008,"FNP033"
"982009105170604",0,"Male",15,8.6,115.6,2008,"FNP100"
"982009105172395",0,"Female",14,4.9,95.3,2007,"FNP173"
"982009105172395",0,"Female",14,5,95,2007,"FNP173"
"982009105172395",0,"Female",26,7.8,104.8,2008,"FNP031"
"982009105172734",0,"Male",15,6.8,106.1,2008,"FNP093"
"982009105174487",0,"Female",15,5.59,94.69,2008,"FNP195"
"982009105175237",1,"Male",24,9,118,2008,"FNP086"
"982009105175414",0,"Female",26,5,100,2007,"FNP125"
"982009105185038",0,"Male",15,4.8,92.5,2008,"FNP114"
"982009105185059",0,"Male",15,7,100,2009,"FNP031"
"982009105185813",0,"Female",15,5,90.59,2008,"FNP096"
"982009105188074",0,"Male",14,5,99,2007,"FNP039"
"982009105188074",1,"Male",26,6.5,107.1,2008,"FNP039"
"982009105188074",1,"Male",24,7,109,2008,"FNP173"
"982009105194006",0,"Male",14,6,100,2007,"FNP101"
"982009105195521",0,"Male",15,5.4,91.5,2008,"FNP100"
"982009105195861",0,"Female",15,5.59,95.8,2008,"FNP109"
"982009105198142",0,"Male",14,8,110,2007,"FNP104"
"982009105198274",0,"Male",15,7.3,102.4,2008,"FNP160"
"982009105199949",0,"Male",15,6.69,106.1,2008,"FNP104"
"982009105363992",1,"Male",24,7,106,2008,"FNP006"
"982009105363992",0,"Male",15,5,99,2007,"FNP006"
"982009105384803",0,"Male",14,7,109,2007,"FNP096"
"982009105830109",1,"Female",16,5.7,102,2011,"FNP033"
"982009106089677",0,"Female",14,7,99,2009,"FNP118"
"982009106188942",0,"Male",14,7,101,2009,"FNP119"
"982009106218282",1,"Female",16,6.3,105,2011,"FNP034"
"982009106237585",0,"Male",18,8.5,112,2013,"FNP116"
"982009106237585",0,"Male",40,12,124,2015,"FNP080"
"982009106237585",1,"Male",37,10.5,123,2015,"FNP033"
"982009106237585",0,"Male",38,12.3,122,2015,"FNP086"
"982009106246522",0,"Female",50,9.3,110,2015,"FNP078"
"982009106246522",0,"Female",52,8,111,2015,"FNP079"
"982009106246522",0,"Female",30,6.4,104,2013,"FNP139"
"982009106246522",0,"Female",64,8.2,110.9,2016,"FNP077"
"982009106246522",0,"Female",62,9.2,109.4,2016,"FNP079"
"982009106392944",0,"Female",17,6,100,2010,"FNP120"
"982009106392944",1,"Female",28,5.8,110,2011,"FNP116"
"982009106410482",0,"Male",16,7.8,111,2011,"FNP116"
"982009106494080",1,"Male",30,8.4,102,2013,"FNP070"
"982009106498545",0,"Female",17,6,102,2010,"FNP121"
"982009106498545",0,"Female",17,6,102,2010,"FNP122"
"982009106502994",0,"Male",17,8,106,2010,"FNP123"
"982009106502994",1,"Male",28,10,125,2011,"FNP023"
"982009106518955",0,"Male",28,9.3,113,2011,"FNP118"
"982009106519526",0,"Female",41,7.9,116,2012,"FNP098"
"982009106519526",0,"Female",17,7,104,2010,"FNP096"
"982009106519526",0,"Female",28,7.8,108,2011,"FNP102"
"982009106523368",0,"Male",17,8,108,2010,"FNP096"
"982009106525696",1,"Male",17,8,105,2010,"FNP092"
"982009106540080",0,"Female",16,6.7,103,2011,"FNP118"
"982009106545663",1,"Male",18,8,110,2013,"FNP053"
"982009106606059",0,"Male",17,9,114,2010,"FNP122"
"982009106606059",0,"Male",17,9,114,2010,"FNP121"
"982009106676823",0,"Female",51,9.5,110.1,2016,"FNP033"
"982009106676823",0,"Female",56,7.3,108.4,2016,"FNP033"
"982009106676823",0,"Female",54,6.8,107.9,2016,"FNP035"
"982009106676823",0,"Female",18,8,100,2013,"FNP033"
"982009106676823",0,"Female",38,10.8,109,2015,"FNP033"
"982009106676823",0,"Female",53,8.4,109.2,2016,"FNP031"
"982009106676823",0,"Female",42,8.9,108.9,2015,"FNP034"
"985120015476925",0,"Female",27,5.3,102.5,2005,"FNP026"
"985120015476925",0,"Female",14,2.79,85.19,2004,"FNP002"
"985120015476925",0,"Female",32,5,100.4,2005,"FNP001"
"985120015476925",0,"Female",36,4.59,103.9,2006,"FNP002"
"985120015476925",0,"Female",39,6.3,106,2006,"FNP001"
"985120015476925",0,"Female",19,4.9,88,2004,"FNP001"
"985120015516664",0,"Female",15,5.09,92.69,2004,"FNP121"
"985120015626843",0,"Male",15,6.4,102,2004,"FNP158"
"985120015627174",0,"Male",19,7.9,109,2004,"FNP149"
"985120015995275",0,"Female",19,6.1,105.5,2004,"FNP118"
"985120015995557",0,"Female",19,6.3,105.3,2004,"FNP096"
"985120015995557",0,"Female",27,9,106.5,2005,"FNP221"
"985120015995852",0,"Female",19,6.3,100.5,2004,"FNP040"
"985120015996311",0,"Female",31,6.7,108,2004,"FNP086"
"985120015996311",0,"Female",27,7.8,107.9,2004,"FNP111"
"985120015997480",0,"Female",19,5.7,104.5,2004,"FNP039"
"985120015997480",0,"Female",27,8.9,116.1,2005,"FNP021"
"985120015999193",0,"Female",19,5.7,106.8,2004,"FNP122"
"985120015999193",0,"Female",19,5.7,106.8,2004,"FNP121"
"985120015999432",0,"Female",15,4.69,96.8,2004,"FNP120"
"985120015999432",0,"Female",27,7.5,116.1,2005,"FNP118"
"985120015999432",0,"Female",19,5.9,104.7,2004,"FNP120"
"985120015999432",0,"Female",32,5.3,113.5,2005,"FNP122"
"985120015999432",0,"Female",32,5.3,113.5,2005,"FNP121"
"985120015999796",0,"Male",21,8.19,117.6,2006,"FNP094"
"985120016002981",0,"Female",15,5.59,97.09,2004,"FNP101"
"985120016005146",0,"Male",26,8.3,103,2004,"FNP006"
"985120016005146",0,"Male",14,5.3,100,2003,"FNP005"
"985120016019072",0,"Male",15,5.4,101.1,2004,"FNP101"
"985120016020002",0,"Female",44,6.5,106.5,2004,"FNP106"
"985120016020002",0,"Female",39,8.39,109,2004,"FNP109"
"985120016020905",0,"Male",20,5.4,105.6,2005,"FNP007"
"985120016020905",0,"Male",33,7.9,116.1,2007,"FNP026"
"985120016022202",0,"Male",14,4.9,86.4,2004,"FNP026"
"985120016022249",0,"Female",19,5.8,102.8,2004,"FNP025"
"985120016022249",0,"Female",14,4,82.09,2004,"FNP150"
"985120016022249",0,"Female",32,6.19,105.5,2005,"FNP004"
"985120016022329",0,"Male",15,6.19,102.5,2004,"FNP091"
"985120016022329",0,"Male",19,8.3,112.2,2004,"FNP094"
"985120016022370",0,"Female",15,5.09,100.5,2004,"FNP122"
"985120016022370",0,"Female",19,5.6,105.9,2004,"FNP119"
"985120016022370",0,"Female",15,5.09,100.5,2004,"FNP121"
"985120016024442",0,"Female",15,6.09,100.4,2004,"FNP116"
"985120016024616",0,"Male",15,7,105.6,2004,"FNP121"
"985120016024616",0,"Male",15,7,105.6,2004,"FNP122"
"985120016024616",0,"Male",15,7.6,105.7,2004,"63"
"985120016025982",0,"Female",14,5,94.69,2004,"FNP149"
"985120016025982",0,"Female",19,5.9,98.2,2004,"FNP028"
"985120016028557",0,"Male",19,9.7,120.2,2004,"FNP086"
"985120016028557",0,"Male",15,7.4,111.6,2004,"FNP037"
"985120016030056",0,"Male",27,9.19,108,2004,"FNP033"
"985120016032124",0,"Female",26,5.19,104.3,2004,"FNP201"
"985120016032124",0,"Female",63,7.19,104.5,2007,"FNP202"
"985120016032124",0,"Female",15,4,98.8,2003,"FNP207"
"985120016032124",0,"Female",52,5.9,106.3,2006,"FNP199"
"985120016046647",0,"Male",14,5.5,92.69,2004,"FNP007"
"985120016046647",0,"Male",19,7.4,104.5,2004,"FNP026"
"985120016046647",0,"Male",27,9.2,112.2,2005,"49"
"985120016046743",0,"Female",15,5.09,100.6,2004,"FNP115"
"985120016055944",0,"Male",15,11.1,122.6,2004,"FNP142"
"985120016057245",0,"Female",15,5.19,99.59,2004,"FNP088"
"985120016060545",0,"Male",19,8.5,101.5,2004,"FNP147"
"985120016060545",0,"Male",15,7.5,105.4,2004,"FNP037"
"985120016060923",0,"Female",15,5.19,96.4,2004,"FNP091"
"985120016061752",0,"Female",27,9.9,111.4,2005,"FNP158"
"985120016061752",0,"Female",19,6.9,105.6,2004,"FNP118"
"985120016061752",0,"Female",15,6.19,106.9,2004,"FNP120"
"985120016061752",0,"Female",32,6.8,108.6,2005,"FNP120"
"985120016061875",0,"Female",19,5.09,100.3,2004,"FNP108"
"985120016062024",0,"Male",19,9.1,116.8,2004,"FNP142"
"985120016062024",0,"Male",15,7.59,108.5,2004,"FNP102"
"985120016062601",0,"Male",27,9.1,113.8,2004,"FNP086"
"985120016062601",0,"Male",31,10.1,122.2,2004,"FNP090"
"985120016062601",0,"Male",27,9.7,113.8,2004,"FNP086"
"985120016063435",0,"Female",27,6.9,103.5,2004,"FNP124"
"985120016063435",0,"Female",27,6.9,103.5,2004,"FNP105"
"985120016064676",0,"Female",39,6.4,104.8,2004,"FNP031"
