"Microchip","Weight","Headwidth","age","Sex","Fhat3","year","TrapID"
"FNP000000000138",7.5,106.6,21,"Female",0.101786,2001,"FNP120"
"FNP000000000138",7.8,108.3,26,"Female",0.101786,2001,"FNP118"
"FNP000000000138",6.19,104,19,"Female",0.101786,2000,"FNP119"
"FNP000000000138",8.69,110.8,39,"Female",0.101786,2002,"FNP116"
"FNP000000000138",7.09,106.4,24,"Female",0.101786,2001,"FNP117"
"FNP000000000142",12.1,122.1,36,"Male",-0.130086,2002,"FNP040"
"FNP000000000146",10.3,111.5,51,"Female",-0.0665266,2002,"FNP160"
"FNP000000000146",6.25,105.6,22,"Female",-0.0665266,2000,"FNP087"
"FNP000000000146",8.39,110.4,48,"Female",-0.0665266,2002,"FNP084"
"FNP000000000146",10.1,110.3,38,"Female",-0.0665266,2001,"FNP084"
"FNP000000000148",7.59,110,24,"Female",-0.0820963,2000,"FNP188"
"FNP000000000156",7,103.3,18,"Male",-0.0367112,2000,"FNP008"
"FNP000000000156",7.5,104.9,21,"Male",-0.0367112,2001,"FNP008"
"FNP000000000158",10.5,122.8,36,"Male",-0.0486718,2002,"FNP121"
"FNP000000000158",11.6,120.8,29,"Male",-0.0486718,2001,"FNP121"
"FNP000000000158",12.5,122.5,38,"Male",-0.0486718,2002,"FNP118"
"FNP000000000158",11.5,117,24,"Male",-0.0486718,2001,"FNP117"
"FNP000000000158",10.8,117.5,21,"Male",-0.0486718,2001,"FNP119"
"FNP000000000158",8.5,111.5,19,"Male",-0.0486718,2000,"FNP117"
"FNP000000000162",8.2,103.6,26,"Female",-0.0862524,2001,"22"
"FNP000000000162",7.69,107.4,33,"Female",-0.0862524,2002,"FNP084"
"FNP000000000163",10.8,127.3,36,"Male",0.0335432,2000,"FNP122"
"FNP000000000163",10.8,127.3,36,"Male",0.0335432,2000,"FNP121"
"FNP000000000163",11.8,127.3,43,"Male",0.0335432,2000,"FNP122"
"FNP000000000163",11.8,127.3,43,"Male",0.0335432,2000,"FNP121"
"FNP000000000165",9,108.3,15,"Male",-0.0790577,2000,"FNP109"
"FNP000000000166",6.19,99.3,15,"Female",-0.0316841,2000,"FNP108"
"FNP000000000167",10.3,112.5,39,"Female",-0.104232,2000,"FNP091"
"FNP000000000184",12.1,122.4,39,"Male",-0.0615163,2000,"FNP092"
"FNP000000000185",6.9,100.1,15,"Female",-0.136663,2000,"FNP149"
"FNP000000000191",12.8,120.4,39,"Male",-0.00607033,2000,"FNP116"
"FNP000000000191",11.3,129.3,48,"Male",-0.00607033,2001,"FNP119"
"FNP000000000191",12,120.1,43,"Male",-0.00607033,2000,"FNP118"
"FNP000000000192",11.1,120.1,50,"Male",-0.0289618,2001,"FNP039"
"FNP000000000192",12.1,121.3,39,"Male",-0.0289618,2000,"FNP160"
"FNP000000000194",6.8,101.4,15,"Female",-0.0894705,2000,"FNP033"
"FNP000000000194",9.1,108.8,26,"Female",-0.0894705,2001,"57"
"FNP000000000194",6.75,105.5,19,"Female",-0.0894705,2000,"FNP087"
"FNP000000000195",5.9,92.8,15,"Female",-0.151748,2000,"FNP030"
"FNP000000000197",7.3,103.9,21,"Female",-0.0539014,2002,"FNP118"
"FNP000000000200",5.19,99.4,14,"Female",-0.0408994,2000,"FNP199"
"FNP000000000204",5.3,98,15,"Female",0.214377,2000,"FNP198"
"FNP000000000205",4.8,95.19,15,"Female",0.0632591,2000,"FNP196"
"FNP000000000205",10,106.3,39,"Female",0.0632591,2002,"59"
"FNP000000000205",8.5,106.1,36,"Female",0.0632591,2002,"FNP149"
"FNP000000000208",8.19,118.5,51,"Male",0.139722,2000,"FNP195"
"FNP000000000209",6.19,96.19,15,"Male",-0.0396069,2000,"FNP108"
"FNP000000000216",7.09,105,21,"Female",-0.095725,2002,"FNP116"
"FNP000000000216",6.9,105,24,"Female",-0.095725,2002,"FNP031"
"FNP000000000216",5.8,99.2,14,"Female",-0.095725,2001,"FNP116"
"FNP000000000219",7.59,108.5,21,"Female",-0.0238771,2002,"FNP028"
"FNP000000000228",7,98.59,14,"Female",-0.00781039,2001,"FNP039"
"FNP000000000228",6.9,106,24,"Female",-0.00781039,2002,"FNP039"
"FNP000000000245",8,100.3,14,"Male",-0.0252793,2001,"FNP028"
"FNP000000000245",10.6,109.5,24,"Male",-0.0252793,2002,"FNP151"
"FNP000000000292",5.5,90.5,14,"Female",0.036474,2001,"FNP160"
"FNP000000000296",7,99.19,14,"Male",-0.026597,2001,"FNP012"
"FNP000000000296",8.5,111.6,26,"Male",-0.026597,2002,"FNP201"
"FNP000000000306",9.8,110,69,"Male",-0.10504,2002,"FNP149"
"FNP000000000327",7.9,108,27,"Female",-0.0389362,2003,"FNP033"
"FNP000000000328",8.1,100.4,15,"Male",-0.0566091,2002,"FNP031"
"FNP000000000329",6.59,100.3,15,"Male",-0.0947901,2002,"FNP014"
"FNP000000000331",6.19,98.9,15,"Male",0.0107082,2002,"FNP007"
"FNP000000000333",6.69,102,15,"Female",-0.0765864,2002,"FNP121"
"FNP000000000337",5.8,96.4,15,"Female",-0.0331912,2002,"FNP152"
"FNP000000000339",9,110,45,"Female",0.0727389,2002,"FNP091"
"FNP000000000341",8.19,102.9,27,"Female",-0.0256052,2003,"FNP119"
"FNP000000000342",7,101.4,14,"Male",-0.0502599,2002,"FNP121"
"FNP000000000342",7,101.4,14,"Male",-0.0502599,2002,"FNP122"
"FNP000000000343",5.5,101,27,"Female",0.0694393,2003,"FNP120"
"FNP000000000345",8.3,108,14,"Male",-0.0221229,2002,"FNP122"
"FNP000000000345",8.3,108,14,"Male",-0.0221229,2002,"FNP121"
"FNP000000000350",7.3,97.5,15,"Male",-0.0227462,2002,"FNP096"
"FNP000000000353",6.69,98.4,15,"Male",-0.010373,2002,"FNP084"
"FNP000000000355",5.9,95.09,14,"Female",-0.0864042,2002,"FNP096"
"FNP000000000357",6.19,100,14,"Female",-0.0751285,2002,"FNP092"
"FNP000000000358",7.19,100,14,"Male",-0.110428,2002,"FNP101"
"FNP000000000359",10.1,110.5,14,"Male",-0.070035,2002,"FNP102"
"FNP000000000360",9.5,104,27,"Female",0.202827,2003,"FNP117"
"FNP000000000360",4.9,90,14,"Female",0.202827,2002,"FNP112"
"FNP000000000361",7.5,101.9,38,"Female",-0.0818522,2004,"FNP002"
"FNP000000000361",5.69,97.09,14,"Female",-0.0818522,2002,"FNP088"
"FNP000000000362",7.4,103.4,14,"Male",-0.124845,2002,"FNP100"
"FNP000000000363",5.09,93.8,14,"Male",-0.0296936,2002,"FNP196"
"FNP000000000363",8.1,107.8,38,"Male",-0.0296936,2004,"FNP196"
"FNP000000000363",6.19,117.1,27,"Male",-0.0296936,2003,"FNP196"
"FNP000000000366",6.59,97,14,"Female",-0.0711671,2002,"FNP087"
"FNP000000000367",5.9,95.4,14,"Female",-0.151068,2002,"FNP040"
"FNP000000000369",6.59,98.19,15,"Female",-0.0477132,2002,"FNP116"
"FNP000000000370",5.4,92.19,15,"Male",-0.119498,2002,"FNP001"
"FNP000000000372",6,96.4,15,"Female",-0.100373,2002,"FNP030"
"FNP000000000372",7.3,103.9,43,"Female",-0.100373,2004,"FNP009"
"FNP000000000373",6.8,100,15,"Male",-0.025859,2002,"FNP149"
"FNP000000000378",7.5,104.8,14,"Male",-0.105656,2003,"FNP092"
"FNP000000000379",10.1,121,26,"Male",-0.0376104,2004,"FNP164"
"FNP000000000379",7.09,98.3,14,"Male",-0.0376104,2003,"FNP113"
"FNP000000000382",4.9,94.09,14,"Male",-0.0934468,2003,"FNP091"
"FNP000000000385",5,94.8,14,"Male",-0.0854626,2003,"FNP093"
"FNP000000000388",9.19,120.5,27,"Male",-0.0598935,2004,"FNP103"
"FNP000000000388",4.9,96.5,14,"Male",-0.0598935,2003,"FNP103"
"FNP000000000390",5.69,100.6,14,"Female",-0.00651399,2003,"FNP009"
"FNP000000000392",6.3,90.9,14,"Female",-0.0144277,2003,"FNP006"
"FNP000000000398",7.9,96.69,26,"Female",-0.0133182,2004,"FNP025"
"FNP000000000398",5.9,101.6,14,"Female",-0.0133182,2003,"FNP028"
"FNP000000000400",6.3,110.4,15,"Male",-0.107193,2003,"FNP158"
"FNP000000000400",10.1,119.5,27,"Male",-0.107193,2004,"FNP120"
"FNP000000000401",8.89,120.4,27,"Male",-0.0962115,2003,"FNP034"
"FNP000000000402",8.1,102.5,27,"Female",-0.153221,2004,"FNP151"
"FNP000000000402",5.3,103,15,"Female",-0.153221,2003,"FNP031"
"FNP000000000404",7.09,112.4,15,"Male",0.00906272,2003,"FNP120"
"FNP000000000404",10.8,120.3,27,"Male",0.00906272,2004,"FNP120"
"FNP000000000405",5.59,103,15,"Female",-0.0544873,2003,"FNP160"
"FNP000000000406",6.19,105.5,15,"Male",0.204844,2003,"FNP033"
"FNP000000000406",9.1,122,27,"Male",0.204844,2004,"FNP034"
"FNP000000000410",5.09,100.4,15,"Female",-0.0956717,2003,"FNP087"
"FNP000000000410",8,104.6,27,"Female",-0.0956717,2004,"FNP086"
"FNP000000000412",7.09,103.9,15,"Male",-0.0379946,2003,"FNP121"
"FNP000000000415",5.3,103.9,52,"Female",-0.0253758,2006,"FNP203"
"FNP000000000415",4.09,96.3,15,"Female",-0.0253758,2003,"FNP201"
"FNP000000000415",4.9,93.5,26,"Female",-0.0253758,2004,"FNP201"
